Notes,Year,Year Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,2004,2004,"Lincoln County, WI",55069,Heroin,T40.1,Suppressed,25491,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lincoln County, WI",55069,Other opioids,T40.2,Suppressed,25491,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lincoln County, WI",55069,Methadone,T40.3,Suppressed,25491,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lincoln County, WI",55069,Other synthetic narcotics,T40.4,Suppressed,25491,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lincoln County, WI",55069,Other and unspecified narcotics,T40.6,Suppressed,25491,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Manitowoc County, WI",55071,Opium,T40.0,Suppressed,69935,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Manitowoc County, WI",55071,Heroin,T40.1,Suppressed,69935,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Manitowoc County, WI",55071,Other opioids,T40.2,Suppressed,69935,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Manitowoc County, WI",55071,Methadone,T40.3,Suppressed,69935,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Manitowoc County, WI",55071,Other synthetic narcotics,T40.4,Suppressed,69935,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Manitowoc County, WI",55071,Other and unspecified narcotics,T40.6,Suppressed,69935,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marathon County, WI",55073,Opium,T40.0,Suppressed,107239,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marathon County, WI",55073,Heroin,T40.1,Suppressed,107239,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marathon County, WI",55073,Other opioids,T40.2,Suppressed,107239,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marathon County, WI",55073,Methadone,T40.3,Suppressed,107239,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marathon County, WI",55073,Other synthetic narcotics,T40.4,Suppressed,107239,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marathon County, WI",55073,Other and unspecified narcotics,T40.6,Suppressed,107239,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marinette County, WI",55075,Opium,T40.0,Suppressed,37055,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marinette County, WI",55075,Heroin,T40.1,Suppressed,37055,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marinette County, WI",55075,Other opioids,T40.2,Suppressed,37055,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marinette County, WI",55075,Methadone,T40.3,Suppressed,37055,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marinette County, WI",55075,Other synthetic narcotics,T40.4,Suppressed,37055,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marinette County, WI",55075,Other and unspecified narcotics,T40.6,Suppressed,37055,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marquette County, WI",55077,Opium,T40.0,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marquette County, WI",55077,Heroin,T40.1,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marquette County, WI",55077,Other opioids,T40.2,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marquette County, WI",55077,Methadone,T40.3,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marquette County, WI",55077,Other synthetic narcotics,T40.4,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Marquette County, WI",55077,Other and unspecified narcotics,T40.6,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Menominee County, WI",55078,Opium,T40.0,Suppressed,3468,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Menominee County, WI",55078,Heroin,T40.1,Suppressed,3468,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Menominee County, WI",55078,Other opioids,T40.2,Suppressed,3468,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Menominee County, WI",55078,Methadone,T40.3,Suppressed,3468,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Menominee County, WI",55078,Other synthetic narcotics,T40.4,Suppressed,3468,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Menominee County, WI",55078,Other and unspecified narcotics,T40.6,Suppressed,3468,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Milwaukee County, WI",55079,Opium,T40.0,Suppressed,779794,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Milwaukee County, WI",55079,Heroin,T40.1,10,779794,Unreliable,0.61,2.36,0.41,0.09%
,2004,2004,"Milwaukee County, WI",55079,Other opioids,T40.2,41,779794,5.26,3.77,7.13,0.82,0.37%
,2004,2004,"Milwaukee County, WI",55079,Methadone,T40.3,34,779794,4.36,3.02,6.09,0.75,0.30%
,2004,2004,"Milwaukee County, WI",55079,Other synthetic narcotics,T40.4,21,779794,2.69,1.67,4.12,0.59,0.19%
,2004,2004,"Milwaukee County, WI",55079,Other and unspecified narcotics,T40.6,Suppressed,779794,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Monroe County, WI",55081,Opium,T40.0,Suppressed,35109,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Monroe County, WI",55081,Heroin,T40.1,Suppressed,35109,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Monroe County, WI",55081,Other opioids,T40.2,Suppressed,35109,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Monroe County, WI",55081,Methadone,T40.3,Suppressed,35109,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Monroe County, WI",55081,Other synthetic narcotics,T40.4,Suppressed,35109,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Monroe County, WI",55081,Other and unspecified narcotics,T40.6,Suppressed,35109,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oconto County, WI",55083,Opium,T40.0,Suppressed,31852,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oconto County, WI",55083,Heroin,T40.1,Suppressed,31852,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oconto County, WI",55083,Other opioids,T40.2,Suppressed,31852,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oconto County, WI",55083,Methadone,T40.3,Suppressed,31852,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oconto County, WI",55083,Other synthetic narcotics,T40.4,Suppressed,31852,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oconto County, WI",55083,Other and unspecified narcotics,T40.6,Suppressed,31852,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oneida County, WI",55085,Opium,T40.0,Suppressed,32586,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oneida County, WI",55085,Heroin,T40.1,Suppressed,32586,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oneida County, WI",55085,Other opioids,T40.2,Suppressed,32586,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oneida County, WI",55085,Methadone,T40.3,Suppressed,32586,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oneida County, WI",55085,Other synthetic narcotics,T40.4,Suppressed,32586,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Oneida County, WI",55085,Other and unspecified narcotics,T40.6,Suppressed,32586,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Outagamie County, WI",55087,Opium,T40.0,Suppressed,139723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Outagamie County, WI",55087,Heroin,T40.1,Suppressed,139723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Outagamie County, WI",55087,Other opioids,T40.2,Suppressed,139723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Outagamie County, WI",55087,Methadone,T40.3,Suppressed,139723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Outagamie County, WI",55087,Other synthetic narcotics,T40.4,Suppressed,139723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Outagamie County, WI",55087,Other and unspecified narcotics,T40.6,Suppressed,139723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Ozaukee County, WI",55089,Opium,T40.0,Suppressed,71723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Ozaukee County, WI",55089,Heroin,T40.1,Suppressed,71723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Ozaukee County, WI",55089,Other opioids,T40.2,Suppressed,71723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Ozaukee County, WI",55089,Methadone,T40.3,Suppressed,71723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Ozaukee County, WI",55089,Other synthetic narcotics,T40.4,Suppressed,71723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Ozaukee County, WI",55089,Other and unspecified narcotics,T40.6,Suppressed,71723,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pepin County, WI",55091,Opium,T40.0,Suppressed,6388,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pepin County, WI",55091,Heroin,T40.1,Suppressed,6388,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pepin County, WI",55091,Other opioids,T40.2,Suppressed,6388,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pepin County, WI",55091,Methadone,T40.3,Suppressed,6388,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pepin County, WI",55091,Other synthetic narcotics,T40.4,Suppressed,6388,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pepin County, WI",55091,Other and unspecified narcotics,T40.6,Suppressed,6388,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pierce County, WI",55093,Opium,T40.0,Suppressed,33073,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pierce County, WI",55093,Heroin,T40.1,Suppressed,33073,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pierce County, WI",55093,Other opioids,T40.2,Suppressed,33073,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pierce County, WI",55093,Methadone,T40.3,Suppressed,33073,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pierce County, WI",55093,Other synthetic narcotics,T40.4,Suppressed,33073,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Pierce County, WI",55093,Other and unspecified narcotics,T40.6,Suppressed,33073,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Polk County, WI",55095,Opium,T40.0,Suppressed,36896,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Polk County, WI",55095,Heroin,T40.1,Suppressed,36896,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Polk County, WI",55095,Other opioids,T40.2,Suppressed,36896,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Polk County, WI",55095,Methadone,T40.3,Suppressed,36896,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Polk County, WI",55095,Other synthetic narcotics,T40.4,Suppressed,36896,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Polk County, WI",55095,Other and unspecified narcotics,T40.6,Suppressed,36896,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Portage County, WI",55097,Opium,T40.0,Suppressed,58294,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Portage County, WI",55097,Heroin,T40.1,Suppressed,58294,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Portage County, WI",55097,Other opioids,T40.2,Suppressed,58294,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Portage County, WI",55097,Methadone,T40.3,Suppressed,58294,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Portage County, WI",55097,Other synthetic narcotics,T40.4,Suppressed,58294,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Portage County, WI",55097,Other and unspecified narcotics,T40.6,Suppressed,58294,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Price County, WI",55099,Opium,T40.0,Suppressed,13276,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Price County, WI",55099,Heroin,T40.1,Suppressed,13276,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Price County, WI",55099,Other opioids,T40.2,Suppressed,13276,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Price County, WI",55099,Methadone,T40.3,Suppressed,13276,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Price County, WI",55099,Other synthetic narcotics,T40.4,Suppressed,13276,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Price County, WI",55099,Other and unspecified narcotics,T40.6,Suppressed,13276,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Racine County, WI",55101,Opium,T40.0,Suppressed,159795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Racine County, WI",55101,Heroin,T40.1,Suppressed,159795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Racine County, WI",55101,Other opioids,T40.2,Suppressed,159795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Racine County, WI",55101,Methadone,T40.3,Suppressed,159795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Racine County, WI",55101,Other synthetic narcotics,T40.4,Suppressed,159795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Racine County, WI",55101,Other and unspecified narcotics,T40.6,Suppressed,159795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Richland County, WI",55103,Opium,T40.0,Suppressed,15546,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Richland County, WI",55103,Heroin,T40.1,Suppressed,15546,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Richland County, WI",55103,Other opioids,T40.2,Suppressed,15546,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Richland County, WI",55103,Methadone,T40.3,Suppressed,15546,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Richland County, WI",55103,Other synthetic narcotics,T40.4,Suppressed,15546,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Richland County, WI",55103,Other and unspecified narcotics,T40.6,Suppressed,15546,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rock County, WI",55105,Opium,T40.0,Suppressed,129762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rock County, WI",55105,Heroin,T40.1,Suppressed,129762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rock County, WI",55105,Other opioids,T40.2,Suppressed,129762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rock County, WI",55105,Methadone,T40.3,Suppressed,129762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rock County, WI",55105,Other synthetic narcotics,T40.4,Suppressed,129762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rock County, WI",55105,Other and unspecified narcotics,T40.6,Suppressed,129762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rusk County, WI",55107,Opium,T40.0,Suppressed,12954,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rusk County, WI",55107,Heroin,T40.1,Suppressed,12954,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rusk County, WI",55107,Other opioids,T40.2,Suppressed,12954,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rusk County, WI",55107,Methadone,T40.3,Suppressed,12954,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rusk County, WI",55107,Other synthetic narcotics,T40.4,Suppressed,12954,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Rusk County, WI",55107,Other and unspecified narcotics,T40.6,Suppressed,12954,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"St. Croix County, WI",55109,Opium,T40.0,Suppressed,60776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"St. Croix County, WI",55109,Heroin,T40.1,Suppressed,60776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"St. Croix County, WI",55109,Other opioids,T40.2,Suppressed,60776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"St. Croix County, WI",55109,Methadone,T40.3,Suppressed,60776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"St. Croix County, WI",55109,Other synthetic narcotics,T40.4,Suppressed,60776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"St. Croix County, WI",55109,Other and unspecified narcotics,T40.6,Suppressed,60776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sauk County, WI",55111,Opium,T40.0,Suppressed,48971,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sauk County, WI",55111,Heroin,T40.1,Suppressed,48971,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sauk County, WI",55111,Other opioids,T40.2,Suppressed,48971,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sauk County, WI",55111,Methadone,T40.3,Suppressed,48971,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sauk County, WI",55111,Other synthetic narcotics,T40.4,Suppressed,48971,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sauk County, WI",55111,Other and unspecified narcotics,T40.6,Suppressed,48971,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sawyer County, WI",55113,Opium,T40.0,Suppressed,14349,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sawyer County, WI",55113,Heroin,T40.1,Suppressed,14349,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sawyer County, WI",55113,Other opioids,T40.2,Suppressed,14349,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sawyer County, WI",55113,Methadone,T40.3,Suppressed,14349,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sawyer County, WI",55113,Other synthetic narcotics,T40.4,Suppressed,14349,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Sawyer County, WI",55113,Other and unspecified narcotics,T40.6,Suppressed,14349,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Shawano County, WI",55115,Opium,T40.0,Suppressed,35171,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Shawano County, WI",55115,Heroin,T40.1,Suppressed,35171,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Shawano County, WI",55115,Other opioids,T40.2,Suppressed,35171,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Shawano County, WI",55115,Methadone,T40.3,Suppressed,35171,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Shawano County, WI",55115,Other synthetic narcotics,T40.4,Suppressed,35171,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Shawano County, WI",55115,Other and unspecified narcotics,T40.6,Suppressed,35171,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
